R 	 	 C1 	 	 sim1 	 	 C2 	 	 sim2 
2 	 	 3 	 	 0.35706419840213055	 	 8	 	0.3500562829430802
2 	 	 3 	 	 0.35706419840213055	 	 9	 	0.590660429818841
2 	 	 4 	 	 0.5209280589414029	 	 5	 	0.543917172100568
2 	 	 4 	 	 0.5209280589414029	 	 6	 	0.2369811303881728
2 	 	 4 	 	 0.5209280589414029	 	 7	 	0.36305014262051566
2 	 	 4 	 	 0.5209280589414029	 	 8	 	0.3500562829430802
2 	 	 4 	 	 0.5209280589414029	 	 9	 	0.590660429818841
2 	 	 5 	 	 0.543917172100568	 	 6	 	0.2369811303881728
2 	 	 5 	 	 0.543917172100568	 	 7	 	0.36305014262051566
2 	 	 5 	 	 0.543917172100568	 	 8	 	0.3500562829430802
2 	 	 5 	 	 0.543917172100568	 	 9	 	0.590660429818841
2 	 	 6 	 	 0.2369811303881728	 	 7	 	0.36305014262051566
2 	 	 6 	 	 0.2369811303881728	 	 8	 	0.3500562829430802
2 	 	 6 	 	 0.2369811303881728	 	 9	 	0.590660429818841
2 	 	 7 	 	 0.36305014262051566	 	 8	 	0.3500562829430802
2 	 	 7 	 	 0.36305014262051566	 	 9	 	0.590660429818841
2 	 	 8 	 	 0.3500562829430802	 	 9	 	0.590660429818841
3 	 	 0 	 	 0.32130928483058974	 	 1	 	0.21041365903921624
3 	 	 0 	 	 0.32130928483058974	 	 2	 	0.35706419840213055
3 	 	 0 	 	 0.32130928483058974	 	 4	 	0.35079548025796836
3 	 	 0 	 	 0.32130928483058974	 	 5	 	0.3019697453205118
3 	 	 0 	 	 0.32130928483058974	 	 6	 	0.11096671714353053
3 	 	 0 	 	 0.32130928483058974	 	 7	 	0.26889072742169123
3 	 	 0 	 	 0.32130928483058974	 	 8	 	0.16763962686813377
3 	 	 0 	 	 0.32130928483058974	 	 9	 	0.33444112413495114
3 	 	 1 	 	 0.21041365903921624	 	 2	 	0.35706419840213055
3 	 	 1 	 	 0.21041365903921624	 	 4	 	0.35079548025796836
3 	 	 1 	 	 0.21041365903921624	 	 5	 	0.3019697453205118
3 	 	 1 	 	 0.21041365903921624	 	 6	 	0.11096671714353053
3 	 	 1 	 	 0.21041365903921624	 	 7	 	0.26889072742169123
3 	 	 1 	 	 0.21041365903921624	 	 8	 	0.16763962686813377
3 	 	 1 	 	 0.21041365903921624	 	 9	 	0.33444112413495114
3 	 	 2 	 	 0.35706419840213055	 	 4	 	0.35079548025796836
3 	 	 2 	 	 0.35706419840213055	 	 5	 	0.3019697453205118
3 	 	 2 	 	 0.35706419840213055	 	 6	 	0.11096671714353053
3 	 	 2 	 	 0.35706419840213055	 	 7	 	0.26889072742169123
3 	 	 2 	 	 0.35706419840213055	 	 8	 	0.16763962686813377
3 	 	 2 	 	 0.35706419840213055	 	 9	 	0.33444112413495114
3 	 	 4 	 	 0.35079548025796836	 	 5	 	0.3019697453205118
3 	 	 4 	 	 0.35079548025796836	 	 6	 	0.11096671714353053
3 	 	 4 	 	 0.35079548025796836	 	 7	 	0.26889072742169123
3 	 	 4 	 	 0.35079548025796836	 	 8	 	0.16763962686813377
3 	 	 4 	 	 0.35079548025796836	 	 9	 	0.33444112413495114
3 	 	 5 	 	 0.3019697453205118	 	 6	 	0.11096671714353053
3 	 	 5 	 	 0.3019697453205118	 	 7	 	0.26889072742169123
3 	 	 5 	 	 0.3019697453205118	 	 8	 	0.16763962686813377
3 	 	 5 	 	 0.3019697453205118	 	 9	 	0.33444112413495114
3 	 	 6 	 	 0.11096671714353053	 	 7	 	0.26889072742169123
3 	 	 6 	 	 0.11096671714353053	 	 8	 	0.16763962686813377
3 	 	 6 	 	 0.11096671714353053	 	 9	 	0.33444112413495114
3 	 	 7 	 	 0.26889072742169123	 	 8	 	0.16763962686813377
3 	 	 7 	 	 0.26889072742169123	 	 9	 	0.33444112413495114
3 	 	 8 	 	 0.16763962686813377	 	 9	 	0.33444112413495114
4 	 	 0 	 	 0.37335748820861153	 	 1	 	0.24872981552069068
4 	 	 0 	 	 0.37335748820861153	 	 2	 	0.5209280589414029
4 	 	 0 	 	 0.37335748820861153	 	 3	 	0.35079548025796836
4 	 	 0 	 	 0.37335748820861153	 	 5	 	0.409725923332064
4 	 	 0 	 	 0.37335748820861153	 	 6	 	0.13366881750435722
4 	 	 0 	 	 0.37335748820861153	 	 7	 	0.3570116242016693
4 	 	 0 	 	 0.37335748820861153	 	 8	 	0.24411835767486137
4 	 	 0 	 	 0.37335748820861153	 	 9	 	0.4338127703876899
4 	 	 1 	 	 0.24872981552069068	 	 2	 	0.5209280589414029
4 	 	 1 	 	 0.24872981552069068	 	 3	 	0.35079548025796836
4 	 	 1 	 	 0.24872981552069068	 	 5	 	0.409725923332064
4 	 	 1 	 	 0.24872981552069068	 	 6	 	0.13366881750435722
4 	 	 1 	 	 0.24872981552069068	 	 7	 	0.3570116242016693
4 	 	 1 	 	 0.24872981552069068	 	 8	 	0.24411835767486137
4 	 	 1 	 	 0.24872981552069068	 	 9	 	0.4338127703876899
4 	 	 2 	 	 0.5209280589414029	 	 3	 	0.35079548025796836
4 	 	 2 	 	 0.5209280589414029	 	 5	 	0.409725923332064
4 	 	 2 	 	 0.5209280589414029	 	 6	 	0.13366881750435722
4 	 	 2 	 	 0.5209280589414029	 	 7	 	0.3570116242016693
4 	 	 2 	 	 0.5209280589414029	 	 8	 	0.24411835767486137
4 	 	 2 	 	 0.5209280589414029	 	 9	 	0.4338127703876899
4 	 	 3 	 	 0.35079548025796836	 	 5	 	0.409725923332064
4 	 	 3 	 	 0.35079548025796836	 	 6	 	0.13366881750435722
4 	 	 3 	 	 0.35079548025796836	 	 7	 	0.3570116242016693
4 	 	 3 	 	 0.35079548025796836	 	 8	 	0.24411835767486137
4 	 	 3 	 	 0.35079548025796836	 	 9	 	0.4338127703876899
4 	 	 5 	 	 0.409725923332064	 	 6	 	0.13366881750435722
4 	 	 5 	 	 0.409725923332064	 	 7	 	0.3570116242016693
4 	 	 5 	 	 0.409725923332064	 	 8	 	0.24411835767486137
4 	 	 5 	 	 0.409725923332064	 	 9	 	0.4338127703876899
4 	 	 6 	 	 0.13366881750435722	 	 7	 	0.3570116242016693
4 	 	 6 	 	 0.13366881750435722	 	 8	 	0.24411835767486137
4 	 	 6 	 	 0.13366881750435722	 	 9	 	0.4338127703876899
4 	 	 7 	 	 0.3570116242016693	 	 8	 	0.24411835767486137
4 	 	 7 	 	 0.3570116242016693	 	 9	 	0.4338127703876899
4 	 	 8 	 	 0.24411835767486137	 	 9	 	0.4338127703876899
5 	 	 0 	 	 0.42218827589450647	 	 1	 	0.33090881543880774
5 	 	 0 	 	 0.42218827589450647	 	 2	 	0.543917172100568
5 	 	 0 	 	 0.42218827589450647	 	 3	 	0.3019697453205118
5 	 	 0 	 	 0.42218827589450647	 	 4	 	0.409725923332064
5 	 	 0 	 	 0.42218827589450647	 	 6	 	0.29177605887436275
5 	 	 0 	 	 0.42218827589450647	 	 7	 	0.27623173295611303
5 	 	 0 	 	 0.42218827589450647	 	 8	 	0.3037325725859759
5 	 	 0 	 	 0.42218827589450647	 	 9	 	0.4544599548588159
5 	 	 1 	 	 0.33090881543880774	 	 2	 	0.543917172100568
5 	 	 1 	 	 0.33090881543880774	 	 3	 	0.3019697453205118
5 	 	 1 	 	 0.33090881543880774	 	 4	 	0.409725923332064
5 	 	 1 	 	 0.33090881543880774	 	 6	 	0.29177605887436275
5 	 	 1 	 	 0.33090881543880774	 	 7	 	0.27623173295611303
5 	 	 1 	 	 0.33090881543880774	 	 8	 	0.3037325725859759
5 	 	 1 	 	 0.33090881543880774	 	 9	 	0.4544599548588159
5 	 	 2 	 	 0.543917172100568	 	 3	 	0.3019697453205118
5 	 	 2 	 	 0.543917172100568	 	 4	 	0.409725923332064
5 	 	 2 	 	 0.543917172100568	 	 6	 	0.29177605887436275
5 	 	 2 	 	 0.543917172100568	 	 7	 	0.27623173295611303
5 	 	 2 	 	 0.543917172100568	 	 8	 	0.3037325725859759
5 	 	 2 	 	 0.543917172100568	 	 9	 	0.4544599548588159
5 	 	 3 	 	 0.3019697453205118	 	 4	 	0.409725923332064
5 	 	 3 	 	 0.3019697453205118	 	 6	 	0.29177605887436275
5 	 	 3 	 	 0.3019697453205118	 	 7	 	0.27623173295611303
5 	 	 3 	 	 0.3019697453205118	 	 8	 	0.3037325725859759
5 	 	 3 	 	 0.3019697453205118	 	 9	 	0.4544599548588159
5 	 	 4 	 	 0.409725923332064	 	 6	 	0.29177605887436275
5 	 	 4 	 	 0.409725923332064	 	 7	 	0.27623173295611303
5 	 	 4 	 	 0.409725923332064	 	 8	 	0.3037325725859759
5 	 	 4 	 	 0.409725923332064	 	 9	 	0.4544599548588159
5 	 	 6 	 	 0.29177605887436275	 	 7	 	0.27623173295611303
5 	 	 6 	 	 0.29177605887436275	 	 8	 	0.3037325725859759
5 	 	 6 	 	 0.29177605887436275	 	 9	 	0.4544599548588159
5 	 	 7 	 	 0.27623173295611303	 	 8	 	0.3037325725859759
5 	 	 7 	 	 0.27623173295611303	 	 9	 	0.4544599548588159
5 	 	 8 	 	 0.3037325725859759	 	 9	 	0.4544599548588159
6 	 	 0 	 	 0.2746763438844286	 	 1	 	0.22677631737399964
6 	 	 0 	 	 0.2746763438844286	 	 2	 	0.2369811303881728
6 	 	 0 	 	 0.2746763438844286	 	 3	 	0.11096671714353053
6 	 	 0 	 	 0.2746763438844286	 	 4	 	0.13366881750435722
6 	 	 0 	 	 0.2746763438844286	 	 5	 	0.29177605887436275
6 	 	 0 	 	 0.2746763438844286	 	 7	 	0.12336115584293955
6 	 	 0 	 	 0.2746763438844286	 	 8	 	0.19532540009559365
6 	 	 0 	 	 0.2746763438844286	 	 9	 	0.1809201889123566
6 	 	 1 	 	 0.22677631737399964	 	 2	 	0.2369811303881728
6 	 	 1 	 	 0.22677631737399964	 	 3	 	0.11096671714353053
6 	 	 1 	 	 0.22677631737399964	 	 4	 	0.13366881750435722
6 	 	 1 	 	 0.22677631737399964	 	 5	 	0.29177605887436275
6 	 	 1 	 	 0.22677631737399964	 	 7	 	0.12336115584293955
6 	 	 1 	 	 0.22677631737399964	 	 8	 	0.19532540009559365
6 	 	 1 	 	 0.22677631737399964	 	 9	 	0.1809201889123566
6 	 	 2 	 	 0.2369811303881728	 	 3	 	0.11096671714353053
6 	 	 2 	 	 0.2369811303881728	 	 4	 	0.13366881750435722
6 	 	 2 	 	 0.2369811303881728	 	 5	 	0.29177605887436275
6 	 	 2 	 	 0.2369811303881728	 	 7	 	0.12336115584293955
6 	 	 2 	 	 0.2369811303881728	 	 8	 	0.19532540009559365
6 	 	 2 	 	 0.2369811303881728	 	 9	 	0.1809201889123566
6 	 	 3 	 	 0.11096671714353053	 	 4	 	0.13366881750435722
6 	 	 3 	 	 0.11096671714353053	 	 5	 	0.29177605887436275
6 	 	 3 	 	 0.11096671714353053	 	 7	 	0.12336115584293955
6 	 	 3 	 	 0.11096671714353053	 	 8	 	0.19532540009559365
6 	 	 3 	 	 0.11096671714353053	 	 9	 	0.1809201889123566
6 	 	 4 	 	 0.13366881750435722	 	 5	 	0.29177605887436275
6 	 	 4 	 	 0.13366881750435722	 	 7	 	0.12336115584293955
6 	 	 4 	 	 0.13366881750435722	 	 8	 	0.19532540009559365
6 	 	 4 	 	 0.13366881750435722	 	 9	 	0.1809201889123566
6 	 	 5 	 	 0.29177605887436275	 	 7	 	0.12336115584293955
6 	 	 5 	 	 0.29177605887436275	 	 8	 	0.19532540009559365
6 	 	 5 	 	 0.29177605887436275	 	 9	 	0.1809201889123566
6 	 	 7 	 	 0.12336115584293955	 	 8	 	0.19532540009559365
6 	 	 7 	 	 0.12336115584293955	 	 9	 	0.1809201889123566
6 	 	 8 	 	 0.19532540009559365	 	 9	 	0.1809201889123566
7 	 	 0 	 	 0.3050192822098166	 	 1	 	0.19538366661567036
7 	 	 0 	 	 0.3050192822098166	 	 2	 	0.36305014262051566
7 	 	 0 	 	 0.3050192822098166	 	 3	 	0.26889072742169123
7 	 	 0 	 	 0.3050192822098166	 	 4	 	0.3570116242016693
7 	 	 0 	 	 0.3050192822098166	 	 5	 	0.27623173295611303
7 	 	 0 	 	 0.3050192822098166	 	 6	 	0.12336115584293955
7 	 	 0 	 	 0.3050192822098166	 	 8	 	0.15776859424645687
7 	 	 0 	 	 0.3050192822098166	 	 9	 	0.32898702856780576
7 	 	 1 	 	 0.19538366661567036	 	 2	 	0.36305014262051566
7 	 	 1 	 	 0.19538366661567036	 	 3	 	0.26889072742169123
7 	 	 1 	 	 0.19538366661567036	 	 4	 	0.3570116242016693
7 	 	 1 	 	 0.19538366661567036	 	 5	 	0.27623173295611303
7 	 	 1 	 	 0.19538366661567036	 	 6	 	0.12336115584293955
7 	 	 1 	 	 0.19538366661567036	 	 8	 	0.15776859424645687
7 	 	 1 	 	 0.19538366661567036	 	 9	 	0.32898702856780576
7 	 	 2 	 	 0.36305014262051566	 	 3	 	0.26889072742169123
7 	 	 2 	 	 0.36305014262051566	 	 4	 	0.3570116242016693
7 	 	 2 	 	 0.36305014262051566	 	 5	 	0.27623173295611303
7 	 	 2 	 	 0.36305014262051566	 	 6	 	0.12336115584293955
7 	 	 2 	 	 0.36305014262051566	 	 8	 	0.15776859424645687
7 	 	 2 	 	 0.36305014262051566	 	 9	 	0.32898702856780576
7 	 	 3 	 	 0.26889072742169123	 	 4	 	0.3570116242016693
7 	 	 3 	 	 0.26889072742169123	 	 5	 	0.27623173295611303
7 	 	 3 	 	 0.26889072742169123	 	 6	 	0.12336115584293955
7 	 	 3 	 	 0.26889072742169123	 	 8	 	0.15776859424645687
7 	 	 3 	 	 0.26889072742169123	 	 9	 	0.32898702856780576
7 	 	 4 	 	 0.3570116242016693	 	 5	 	0.27623173295611303
7 	 	 4 	 	 0.3570116242016693	 	 6	 	0.12336115584293955
7 	 	 4 	 	 0.3570116242016693	 	 8	 	0.15776859424645687
7 	 	 4 	 	 0.3570116242016693	 	 9	 	0.32898702856780576
7 	 	 5 	 	 0.27623173295611303	 	 6	 	0.12336115584293955
7 	 	 5 	 	 0.27623173295611303	 	 8	 	0.15776859424645687
7 	 	 5 	 	 0.27623173295611303	 	 9	 	0.32898702856780576
7 	 	 6 	 	 0.12336115584293955	 	 8	 	0.15776859424645687
7 	 	 6 	 	 0.12336115584293955	 	 9	 	0.32898702856780576
7 	 	 8 	 	 0.15776859424645687	 	 9	 	0.32898702856780576
8 	 	 0 	 	 0.2868852459016394	 	 1	 	0.2716072381275556
8 	 	 0 	 	 0.2868852459016394	 	 2	 	0.3500562829430802
8 	 	 0 	 	 0.2868852459016394	 	 3	 	0.16763962686813377
8 	 	 0 	 	 0.2868852459016394	 	 4	 	0.24411835767486137
8 	 	 0 	 	 0.2868852459016394	 	 5	 	0.3037325725859759
8 	 	 0 	 	 0.2868852459016394	 	 6	 	0.19532540009559365
8 	 	 0 	 	 0.2868852459016394	 	 7	 	0.15776859424645687
8 	 	 0 	 	 0.2868852459016394	 	 9	 	0.34106564366099973
8 	 	 1 	 	 0.2716072381275556	 	 2	 	0.3500562829430802
8 	 	 1 	 	 0.2716072381275556	 	 3	 	0.16763962686813377
8 	 	 1 	 	 0.2716072381275556	 	 4	 	0.24411835767486137
8 	 	 1 	 	 0.2716072381275556	 	 5	 	0.3037325725859759
8 	 	 1 	 	 0.2716072381275556	 	 6	 	0.19532540009559365
8 	 	 1 	 	 0.2716072381275556	 	 7	 	0.15776859424645687
8 	 	 1 	 	 0.2716072381275556	 	 9	 	0.34106564366099973
8 	 	 2 	 	 0.3500562829430802	 	 3	 	0.16763962686813377
8 	 	 2 	 	 0.3500562829430802	 	 4	 	0.24411835767486137
8 	 	 2 	 	 0.3500562829430802	 	 5	 	0.3037325725859759
8 	 	 2 	 	 0.3500562829430802	 	 6	 	0.19532540009559365
8 	 	 2 	 	 0.3500562829430802	 	 7	 	0.15776859424645687
8 	 	 2 	 	 0.3500562829430802	 	 9	 	0.34106564366099973
8 	 	 3 	 	 0.16763962686813377	 	 4	 	0.24411835767486137
8 	 	 3 	 	 0.16763962686813377	 	 5	 	0.3037325725859759
8 	 	 3 	 	 0.16763962686813377	 	 6	 	0.19532540009559365
8 	 	 3 	 	 0.16763962686813377	 	 7	 	0.15776859424645687
8 	 	 3 	 	 0.16763962686813377	 	 9	 	0.34106564366099973
8 	 	 4 	 	 0.24411835767486137	 	 5	 	0.3037325725859759
8 	 	 4 	 	 0.24411835767486137	 	 6	 	0.19532540009559365
8 	 	 4 	 	 0.24411835767486137	 	 7	 	0.15776859424645687
8 	 	 4 	 	 0.24411835767486137	 	 9	 	0.34106564366099973
8 	 	 5 	 	 0.3037325725859759	 	 6	 	0.19532540009559365
8 	 	 5 	 	 0.3037325725859759	 	 7	 	0.15776859424645687
8 	 	 5 	 	 0.3037325725859759	 	 9	 	0.34106564366099973
8 	 	 6 	 	 0.19532540009559365	 	 7	 	0.15776859424645687
8 	 	 6 	 	 0.19532540009559365	 	 9	 	0.34106564366099973
8 	 	 7 	 	 0.15776859424645687	 	 9	 	0.34106564366099973
9 	 	 0 	 	 0.40647549313023257	 	 1	 	0.30728661555925063
9 	 	 0 	 	 0.40647549313023257	 	 2	 	0.590660429818841
9 	 	 0 	 	 0.40647549313023257	 	 3	 	0.33444112413495114
9 	 	 0 	 	 0.40647549313023257	 	 4	 	0.4338127703876899
9 	 	 0 	 	 0.40647549313023257	 	 5	 	0.4544599548588159
9 	 	 0 	 	 0.40647549313023257	 	 6	 	0.1809201889123566
9 	 	 0 	 	 0.40647549313023257	 	 7	 	0.32898702856780576
9 	 	 0 	 	 0.40647549313023257	 	 8	 	0.34106564366099973
9 	 	 1 	 	 0.30728661555925063	 	 2	 	0.590660429818841
9 	 	 1 	 	 0.30728661555925063	 	 3	 	0.33444112413495114
9 	 	 1 	 	 0.30728661555925063	 	 4	 	0.4338127703876899
9 	 	 1 	 	 0.30728661555925063	 	 5	 	0.4544599548588159
9 	 	 1 	 	 0.30728661555925063	 	 6	 	0.1809201889123566
9 	 	 1 	 	 0.30728661555925063	 	 7	 	0.32898702856780576
9 	 	 1 	 	 0.30728661555925063	 	 8	 	0.34106564366099973
9 	 	 2 	 	 0.590660429818841	 	 3	 	0.33444112413495114
9 	 	 2 	 	 0.590660429818841	 	 4	 	0.4338127703876899
9 	 	 2 	 	 0.590660429818841	 	 5	 	0.4544599548588159
9 	 	 2 	 	 0.590660429818841	 	 6	 	0.1809201889123566
9 	 	 2 	 	 0.590660429818841	 	 7	 	0.32898702856780576
9 	 	 2 	 	 0.590660429818841	 	 8	 	0.34106564366099973
9 	 	 3 	 	 0.33444112413495114	 	 4	 	0.4338127703876899
9 	 	 3 	 	 0.33444112413495114	 	 5	 	0.4544599548588159
9 	 	 3 	 	 0.33444112413495114	 	 6	 	0.1809201889123566
9 	 	 3 	 	 0.33444112413495114	 	 7	 	0.32898702856780576
9 	 	 3 	 	 0.33444112413495114	 	 8	 	0.34106564366099973
9 	 	 4 	 	 0.4338127703876899	 	 5	 	0.4544599548588159
9 	 	 4 	 	 0.4338127703876899	 	 6	 	0.1809201889123566
9 	 	 4 	 	 0.4338127703876899	 	 7	 	0.32898702856780576
9 	 	 4 	 	 0.4338127703876899	 	 8	 	0.34106564366099973
9 	 	 5 	 	 0.4544599548588159	 	 6	 	0.1809201889123566
9 	 	 5 	 	 0.4544599548588159	 	 7	 	0.32898702856780576
9 	 	 5 	 	 0.4544599548588159	 	 8	 	0.34106564366099973
9 	 	 6 	 	 0.1809201889123566	 	 7	 	0.32898702856780576
9 	 	 6 	 	 0.1809201889123566	 	 8	 	0.34106564366099973
9 	 	 7 	 	 0.32898702856780576	 	 8	 	0.34106564366099973
